"Fecha","Categoría","Tipo","Monto","Activo","Libro mayor","Reembolsar","Comentar"
"dic 15 2024 22:01","Bebida ","Expensas","-1750","Efectivo","Mi libro mayor","","coca"
"dic 15 2024 22:01","Coche","Expensas","-12930","Mercadopago & else","Mi libro mayor","","uber ysy"
"dic 14 2024 20:23","Comida","Expensas","-17640","Mercadopago & else","Mi libro mayor","","mc nocta"
"dic 14 2024 20:23","Comida","Expensas","-20400","Crédito ","Mi libro mayor","","brule"
"dic 13 2024 20:23","Coche","Expensas","-43028","Crédito ","Mi libro mayor","","nasta"
"dic 12 2024 08:58","Coche","Expensas","-7212","Mercadopago & else","Mi libro mayor","","uber"
"dic 09 2024 15:19","Comida","Expensas","-10000","Mercadopago & else","Mi libro mayor","","3panchos y2 cocas"
"dic 09 2024 15:18","Autobús","Expensas","-2000","Efectivo","Mi libro mayor","","sub3"
"dic 07 2024 21:54","Comida","Expensas","-14400","Efectivo","Mi libro mayor","","kaedama, ajitama, dorayaki (x2 todo)"
"dic 07 2024 21:10","Comida","Expensas","-33750","Efectivo","Mi libro mayor","","ramen"
"dic 06 2024 21:09","Comida","Expensas","-36100","Efectivo","Mi libro mayor","","pollo frito"
"dic 06 2024 17:35","Comida","Expensas","-12700","Crédito ","Mi libro mayor","","brule"
"dic 04 2024 13:26","Varios","Expensas","-12650","Mercadopago & else","Mi libro mayor","","ysya maxi y yo cuota 1"
"dic 02 2024 22:37","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"dic 02 2024 01:33","Varios","Expensas","-5999","Mercadopago & else","Mi libro mayor","","meli 6"
"dic 01 2024 22:41","Bebida ","Expensas","-3200","Efectivo","Mi libro mayor","","2 cocas"
"dic 01 2024 22:37","Comida","Expensas","-6430","Mercadopago & else","Mi libro mayor","","mcdonalds"
"nov 28 2024 13:37","Comida","Expensas","-16050","Mercadopago & else","Mi libro mayor","","brule"
"nov 26 2024 01:07","Varios","Expensas","-8900","Mercadopago & else","Mi libro mayor","","cuota ysy a mia y maxi"
"nov 24 2024 21:54","Comida","Expensas","-11270","Mercadopago & else","Mi libro mayor","","mac"
"nov 23 2024 21:29","Comida","Expensas","-8000","Mercadopago & else","Mi libro mayor","","dorayaki"
"nov 23 2024 21:29","Comida","Expensas","-37500","Mercadopago & else","Mi libro mayor","","ramen"
"nov 23 2024 21:28","Comida","Expensas","-19200","Mercadopago & else","Mi libro mayor","","ribs al rio"
"nov 23 2024 21:28","Comida","Expensas","-12759","Crédito ","Mi libro mayor","","merienda tati"
"nov 23 2024 21:25","Comida","Expensas","-4405","Crédito ","Mi libro mayor","","rappi takis"
"nov 17 2024 15:31","Coche","Expensas","-40000","Crédito ","Mi libro mayor","","nafta"
"nov 16 2024 15:28","Comida","Expensas","-5500","Efectivo","Mi libro mayor","+5500","brochetas y coca"
"nov 16 2024 14:24","Comida","Expensas","-5500","Efectivo","Mi libro mayor","","boludeces"
"nov 16 2024 14:23","Bebida ","Expensas","-2500","Efectivo","Mi libro mayor","+2500","otra coca"
"nov 16 2024 13:57","Bebida ","Expensas","-5000","Efectivo","Mi libro mayor","","coca"
"nov 16 2024 13:48","Comida","Expensas","-13200","Efectivo","Mi libro mayor","+6900","takoyaki"
"nov 15 2024 16:44","Varios","Expensas","-32000","Mercadopago & else","Mi libro mayor","","Google One 100gb"
"nov 15 2024 16:44","Comida","Expensas","-6800","Mercadopago & else","Mi libro mayor","","pokes Enrique"
"nov 15 2024 16:41","Tecnología ","Expensas","-226000","Crédito ","Mi libro mayor","","fuente"
"nov 10 2024 01:45","Comida","Expensas","-12320","Mercadopago & else","Mi libro mayor","","mc con tati"
"nov 08 2024 15:49","Comida","Expensas","-2000","Mercadopago & else","Mi libro mayor","","panchig"
"nov 08 2024 15:49","Comida","Expensas","-1300","Mercadopago & else","Mi libro mayor","","alfajo"
"nov 06 2024 23:06","Comida","Expensas","-9500","Mercadopago & else","Mi libro mayor","","tatsy"
"nov 06 2024 22:51","Comida","Expensas","-9000","Mercadopago & else","Mi libro mayor","","ysy a pancho y agua"
"nov 05 2024 17:13","Bebida ","Expensas","-1600","Mercadopago & else","Mi libro mayor","","coke"
"nov 05 2024 17:13","Comida","Expensas","-2400","Mercadopago & else","Mi libro mayor","","cookie"
"nov 05 2024 17:13","Juego","Expensas","-3000","Mercadopago & else","Mi libro mayor","","timba"
"nov 03 2024 23:20","Propina","Expensas","-5000","Efectivo","Mi libro mayor","","peopina"
"nov 03 2024 23:19","Comida","Expensas","-53800","Crédito ","Mi libro mayor","","ramen chinofino"
"nov 02 2024 23:19","Coche","Expensas","-10000","Efectivo","Mi libro mayor","","nafta"
"nov 02 2024 18:53","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"nov 02 2024 17:48","Comida","Expensas","-26000","Crédito ","Mi libro mayor","","merienda"
"oct 30 2024 19:43","Varios","Expensas","-20700","Crédito ","Mi libro mayor","","ysy a"
"oct 29 2024 18:54","Varios","Expensas","-8000","Mercadopago & else","Mi libro mayor","","el service de mam"
"oct 27 2024 18:53","Comida","Expensas","-18800","Efectivo","Mi libro mayor","","brule"
"oct 27 2024 02:50","Propina","Expensas","-32000","Efectivo","Mi libro mayor","","Niño gordo, propina"
"oct 27 2024 02:49","Comida","Expensas","-327800","Crédito ","Mi libro mayor","","Niño gordo dia de la madre"
"oct 26 2024 18:54","Comida","Expensas","-15470","Mercadopago & else","Mi libro mayor","","mac c tati"
"oct 25 2024 17:47","Varios","Expensas","-5957","Mercadopago & else","Mi libro mayor","","ytp"
"oct 25 2024 17:45","Comida","Expensas","-5700","Efectivo","Mi libro mayor","","brule alone"
"oct 24 2024 13:47","Gasto Grande Obligatorio","Expensas","-775000","Efectivo","Mi libro mayor","","mecanico, parte 2"
"oct 24 2024 13:47","Varios","Expensas","-4450","Mercadopago & else","Mi libro mayor","","ysy a cuota 5"
"oct 20 2024 15:30","Comida","Expensas","-6090","Mercadopago & else","Mi libro mayor","","tasty"
"oct 20 2024 15:29","Deporte","Expensas","-6000","Mercadopago & else","Mi libro mayor","","futbol (extra pq cobre 5k y nl 5066)"
"oct 19 2024 01:30","Comida","Expensas","-6090","Mercadopago & else","Mi libro mayor","","tasty viernes"
"oct 18 2024 19:07","Comida","Expensas","-1950","Efectivo","Mi libro mayor","","mwdialunas"
"oct 17 2024 16:51","Bebida ","Expensas","-1600","Efectivo","Mi libro mayor","","cocucha"
"oct 15 2024 20:48","Comida","Expensas","-4700","Efectivo","Mi libro mayor","","cookie y snaguchuto"
"oct 15 2024 13:04","Bebida ","Expensas","-1600","Efectivo","Mi libro mayor","","COCA COLA NADO"
"oct 15 2024 02:58","Varios","Expensas","-3600","Mercadopago & else","Mi libro mayor","","Foster no me pago"
"oct 15 2024 02:57","Comida","Expensas","-7900","Mercadopago & else","Mi libro mayor","","merienda en buo"
"oct 14 2024 19:06","Gasto Grande Obligatorio","Expensas","-775000","Efectivo","Mi libro mayor","","Mecanico parte 1"
"oct 13 2024 16:50","Comida","Expensas","-6090","Mercadopago & else","Mi libro mayor","","mac"
"oct 12 2024 06:11","Comida","Expensas","-10075","Mercadopago & else","Mi libro mayor","","empas y cocas post"
"oct 11 2024 23:22","Deporte","Expensas","-4750","Mercadopago & else","Mi libro mayor","","futbol"
"oct 11 2024 23:22","Comida","Expensas","-13450","Crédito ","Mi libro mayor","","brule"
"oct 11 2024 16:51","Juego","Expensas","-80500","Mercadopago & else","Mi libro mayor","","metaphor"
"oct 08 2024 12:08","Comida","Expensas","-2400","Mercadopago & else","Mi libro mayor","","cookie"
"oct 06 2024 12:06","Comida","Expensas","-9900","Mercadopago & else","Mi libro mayor","","cookie brother"
"oct 05 2024 13:06","Coche","Expensas","-34000","Mercadopago & else","Mi libro mayor","","nafta"
"oct 05 2024 13:05","Comida","Expensas","-10150","Mercadopago & else","Mi libro mayor","","mcdonalds"
"oct 05 2024 13:05","Comida","Expensas","-8500","Mercadopago & else","Mi libro mayor","","empanadas"
"oct 05 2024 13:05","Comida","Expensas","-1300","Mercadopago & else","Mi libro mayor","","uba agua y medialunna"
"oct 03 2024 16:53","Tati","Expensas","-16666","Crédito ","Mi libro mayor","","campera tati cuota 3"
"oct 02 2024 17:16","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"oct 02 2024 17:09","Autobús","Expensas","-3000","Mercadopago & else","Mi libro mayor","","sube"
"oct 02 2024 17:09","Comida","Expensas","-2400","Mercadopago & else","Mi libro mayor","","cookie red velvet en uba"
"oct 01 2024 17:22","Premios","Ingreso","+5000","Mercadopago & else","Mi libro mayor","","timbq"
"oct 01 2024 17:20","Comida","Expensas","-2700","Efectivo","Mi libro mayor","","snaguchws uba"
"oct 01 2024 17:20","Comida","Expensas","-6195","Mercadopago & else","Mi libro mayor","","tasty"
"oct 01 2024 17:16","Deporte","Expensas","-5500","Mercadopago & else","Mi libro mayor","","fubol"
"sept 29 2024 13:53","Varios","Expensas","-3680","Mercadopago & else","Mi libro mayor","","algo"
"sept 29 2024 13:53","Comida","Expensas","-17800","Crédito ","Mi libro mayor","","vedra merienda"
"sept 29 2024 13:52","Comida","Expensas","-20750","Mercadopago & else","Mi libro mayor","","sarkis"
"sept 28 2024 03:07","Comida","Expensas","-5950","Mercadopago & else","Mi libro mayor","","tatsy"
"sept 28 2024 03:07","Varios","Expensas","-5900","Mercadopago & else","Mi libro mayor","","ytpremium"
"sept 28 2024 02:09","Comida","Expensas","-9800","Crédito ","Mi libro mayor","","brule"
"sept 25 2024 18:35","Comida","Expensas","-4400","Mercadopago & else","Mi libro mayor","","cookie y pancho uba"
"sept 24 2024 17:08","Coche","Expensas","-4700","Crédito ","Mi libro mayor","","uber"
"sept 23 2024 16:33","Comida","Expensas","-11200","Mercadopago & else","Mi libro mayor","","almuerzo c tati"
"sept 22 2024 06:58","Premios","Ingreso","+3000","Efectivo","Mi libro mayor","","gane poker"
"sept 22 2024 06:56","Super","Expensas","-3000.5","Crédito ","Mi libro mayor","","lo demas a tati y valen"
"sept 21 2024 22:55","Super","Expensas","-10020","Crédito ","Mi libro mayor","+8588","carrefour"
"sept 19 2024 19:19","Super","Expensas","-1192","Mercadopago & else","Mi libro mayor","+596","aceite maxi y yo"
"sept 19 2024 13:54","Super","Expensas","-2874","Mercadopago & else","Mi libro mayor","","cosas pal sabado"
"sept 19 2024 13:53","Comida","Expensas","-10830","Mercadopago & else","Mi libro mayor","","mc madrugón"
"sept 19 2024 13:53","Comida","Expensas","-2050","Mercadopago & else","Mi libro mayor","","3 mlunas"
"sept 18 2024 16:00","Regalo","Expensas","-6390","Mercadopago & else","Mi libro mayor","","juego dst kato"
"sept 18 2024 16:00","Gasto Grande Obligatorio","Expensas","-396277","Crédito ","Mi libro mayor","","partes auto"
"sept 17 2024 15:59","Comida","Expensas","-2400","Mercadopago & else","Mi libro mayor","","cokie"
"sept 17 2024 15:59","Comida","Expensas","-1300","Efectivo","Mi libro mayor","","medalunas"
"sept 15 2024 21:48","Comida","Expensas","-5950","Mercadopago & else","Mi libro mayor","","tqtay"
"sept 15 2024 19:48","Coche","Expensas","-3710","Mercadopago & else","Mi libro mayor","","didi"
"sept 15 2024 18:47","Comida","Expensas","-4457","Mercadopago & else","Mi libro mayor","","oreo baña"
"sept 14 2024 18:46","Comida","Expensas","-12311","Mercadopago & else","Mi libro mayor","","merienda cookie br"
"sept 14 2024 01:03","Comida","Expensas","-8500","Mercadopago & else","Mi libro mayor","","tasty"
"sept 14 2024 01:00"," uba","Expensas","-2700","Efectivo","Mi libro mayor","","sanguche uba"
"sept 12 2024 16:02","Comida","Expensas","-14550","Crédito ","Mi libro mayor","","brule"
"sept 12 2024 14:02","Tecnología ","Expensas","-8250","Efectivo","Mi libro mayor","","pendrive"
"sept 10 2024 20:10","Comida","Expensas","-2200","Efectivo","Mi libro mayor","","pbt"
"sept 10 2024 20:10","Coche","Expensas","-4220","Mercadopago & else","Mi libro mayor","","didi"
"sept 09 2024 00:49","","Transferir","31400","Mercadopago & else -> Efectivo","Mi libro mayor","",""
"sept 09 2024 00:45","Cambio ","Ingreso","+107007","Mercadopago & else","Mi libro mayor","","85usd"
"sept 09 2024 00:45","Juego","Expensas","-15000","Efectivo","Mi libro mayor","","sinoca"
"sept 08 2024 23:18","Comida","Expensas","-17550","Mercadopago & else","Mi libro mayor","","comida en el tabano y propina"
"sept 08 2024 00:28","Comida","Expensas","-8850","Crédito ","Mi libro mayor","","tasty"
"sept 08 2024 00:25","Tati","Expensas","-4500","Mercadopago & else","Mi libro mayor","","milkshake"
"sept 07 2024 16:25","Comida","Expensas","-17850","Crédito ","Mi libro mayor","","brule"
"sept 07 2024 15:24","Varios","Expensas","-7000","Crédito ","Mi libro mayor","","fotinis carnet"
"sept 06 2024 23:24","Coche","Expensas","-37000","Crédito ","Mi libro mayor","","nsfta"
"sept 06 2024 22:23","Postre","Expensas","-9636","Crédito ","Mi libro mayor","","helado c luci"
"sept 06 2024 18:00","Comida","Expensas","-1100","Efectivo","Mi libro mayor","","tortitas"
"sept 05 2024 18:59","Comida","Expensas","-2100","Mercadopago & else","Mi libro mayor","","cookie"
"sept 04 2024 18:59","Comida","Expensas","-2500","Mercadopago & else","Mi libro mayor","","sanguches"
"sept 04 2024 18:13","Autobús","Expensas","-3000","Mercadopago & else","Mi libro mayor","","sube"
"sept 03 2024 18:35","Comida","Expensas","-5200","Mercadopago & else","Mi libro mayor","","uba hoy y ayer"
"sept 03 2024 16:53","Tati","Expensas","-16666","Crédito ","Mi libro mayor","","campera tati cuot 2"
"sept 02 2024 22:35","Varios","Expensas","-4450","Mercadopago & else","Mi libro mayor","","fsbro ysy a"
"sept 02 2024 17:08","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"sept 02 2024 01:36","Comida","Expensas","-5490","Crédito ","Mi libro mayor","","yna big mac barata"
"sept 01 2024 17:09","Varios","Expensas","-5500","Mercadopago & else","Mi libro mayor","","cafecito pochito"
"sept 01 2024 04:09","Comida","Expensas","-12550","Mercadopago & else","Mi libro mayor","","tasty y papitas c tati"
"ago 31 2024 17:08","Comida","Expensas","-20400","Mercadopago & else","Mi libro mayor","","merienda tati"
"ago 30 2024 17:11","Comida","Expensas","-1500","Efectivo","Mi libro mayor","","medias"
"ago 29 2024 17:11","Comida","Expensas","-2500","Efectivo","Mi libro mayor","","sanguche"
"ago 29 2024 16:25","Comida","Expensas","-17705","Crédito ","Mi libro mayor","","brule"
"ago 29 2024 15:24","Varios","Expensas","-4000","Mercadopago & else","Mi libro mayor","","meli 6"
"ago 28 2024 22:24","Coche","Expensas","-3150","Mercadopago & else","Mi libro mayor","","didi 3"
"ago 28 2024 17:10","Comida","Expensas","-3000","Efectivo","Mi libro mayor","","ted velrvet"
"ago 28 2024 15:18","Coche","Expensas","-2877","Mercadopago & else","Mi libro mayor","","didi 2"
"ago 28 2024 14:17","Tati","Expensas","-3600","Mercadopago & else","Mi libro mayor","","boludez squishy"
"ago 28 2024 13:17","Comida","Expensas","-20900","Efectivo","Mi libro mayor","","shawarma falafel y cocas"
"ago 28 2024 12:31","","Transferir","30000","Mercadopago & else -> Efectivo","Mi libro mayor","","atm"
"ago 28 2024 12:20","Coche","Expensas","-2850","Mercadopago & else","Mi libro mayor","","didi 1"
"ago 27 2024 19:18","Cambio ","Ingreso","+104397.11","Mercadopago & else","Mi libro mayor","","80 USDT"
"ago 26 2024 17:17"," uba","Expensas","-1500","Mercadopago & else","Mi libro mayor","","medialunas"
"ago 25 2024 14:33","Varios","Expensas","-5955","Mercadopago & else","Mi libro mayor","","ytpremium"
"ago 24 2024 21:36","Propina","Expensas","-2000","Efectivo","Mi libro mayor","","protpina bushi"
"ago 24 2024 21:34","Comida","Expensas","-74500","Crédito ","Mi libro mayor","","cena bushi palerml"
"ago 24 2024 14:33","Tati","Expensas","-10500","Mercadopago & else","Mi libro mayor","","paint by color"
"ago 24 2024 14:32","Coche","Expensas","-36002","Mercadopago & else","Mi libro mayor","","nafta"
"ago 24 2024 01:57","Super","Expensas","-9290","Mercadopago & else","Mi libro mayor","","compras mousse"
"ago 20 2024 22:22","Comida","Expensas","-14500","Mercadopago & else","Mi libro mayor","","cenita"
"ago 20 2024 22:16","Deporte","Expensas","-7500","Mercadopago & else","Mi libro mayor","","padel"
"ago 20 2024 17:41","Comida","Expensas","-19500","Crédito ","Mi libro mayor","+9500","merienda 20"
"ago 20 2024 17:38","Tati","Expensas","-7000","Efectivo","Mi libro mayor","","flores"
"ago 19 2024 17:39","Tecnología ","Expensas","-114479","Crédito ","Mi libro mayor","","ssd"
"ago 19 2024 17:37","Comida","Expensas","-1500","Mercadopago & else","Mi libro mayor","","medialunas"
"ago 18 2024 15:11","Propina","Expensas","-4000","Efectivo","Mi libro mayor","","comida china"
"ago 18 2024 15:11","","Transferir","2400","Efectivo -> Mercadopago & else","Mi libro mayor","","compra d tati chino"
"ago 18 2024 15:11","Propina","Expensas","-3000","Efectivo","Mi libro mayor","","nobiru"
"ago 18 2024 15:10","Comida","Expensas","-32400","Efectivo","Mi libro mayor","","nobiru tumba"
"ago 18 2024 13:10","Cambio ","Ingreso","+80903","Mercadopago & else","Mi libro mayor","","61.8 usdt"
"ago 18 2024 12:09","","Transferir","50000","Mercadopago & else -> Efectivo","Mi libro mayor","","cambio c paola"
"ago 17 2024 16:09","Comida","Expensas","-2215","Mercadopago & else","Mi libro mayor","","oreos bañadas pero cofler"
"ago 17 2024 14:44","Coche","Expensas","-2000","Efectivo","Mi libro mayor","","estacionamie"
"ago 16 2024 18:23","Comida","Expensas","-1000","Efectivo","Mi libro mayor","","mefialuans"
"ago 15 2024 21:52","Cine","Expensas","-4450","Mercadopago & else","Mi libro mayor","","cine domingo"
"ago 15 2024 17:51","Comida","Expensas","-1500","Efectivo","Mi libro mayor","","pape y estacio"
"ago 14 2024 15:08","Varios","Expensas","-3000","Mercadopago & else","Mi libro mayor","","sube"
"ago 14 2024 15:08","Coche","Expensas","-1266","Mercadopago & else","Mi libro mayor","","didi"
"ago 14 2024 14:04","Postre","Expensas","-8000","Mercadopago & else","Mi libro mayor","","2 dorayakis"
"ago 14 2024 14:03","Comida","Expensas","-26000","Efectivo","Mi libro mayor","","2 menu bao y gyudon"
"ago 14 2024 01:03","","Transferir","30000","Mercadopago & else -> Efectivo","Mi libro mayor","","cambio c mi viejo"
"ago 10 2024 17:20","Comida","Expensas","-19500","Crédito ","Mi libro mayor","","brule"
"ago 09 2024 22:18","Comida","Expensas","-3839","Mercadopago & else","Mi libro mayor","","unos alfajore"
"ago 09 2024 14:45","Cambio ","Ingreso","+102097.2","Mercadopago & else","Mi libro mayor","","Cambio 78 usd"
"ago 09 2024 14:41","Gasto Grande Obligatorio","Expensas","-78040","Mercadopago & else","Mi libro mayor","","envío de las puertas"
"ago 09 2024 14:40","Varios","Expensas","-30754","Mercadopago & else","Mi libro mayor","","dos cuotas de calm"
"ago 08 2024 17:46","Corte de pelo","Expensas","-6900","Mercadopago & else","Mi libro mayor","","corte d pelo"
"ago 05 2024 16:44","Comida","Expensas","-10075","Mercadopago & else","Mi libro mayor","","merienda"
"ago 05 2024 04:45","Cambio ","Ingreso","+128433","Mercadopago & else","Mi libro mayor","","94.6 usdt"
"ago 04 2024 22:59","Bebida ","Expensas","-2200","Mercadopago & else","Mi libro mayor","","una coqueira"
"ago 04 2024 22:59","Juego","Expensas","-3000","Mercadopago & else","Mi libro mayor","","Un pool"
"ago 04 2024 05:00","Comida","Expensas","-9800","Mercadopago & else","Mi libro mayor","","tasty!"
"ago 03 2024 23:07","Bebida ","Expensas","-12418","Crédito ","Mi libro mayor","+4500","cocas"
"ago 03 2024 22:59","Comida","Expensas","-3045","Mercadopago & else","Mi libro mayor","","pizzas!"
"ago 03 2024 21:59","Deporte","Expensas","-2500","Mercadopago & else","Mi libro mayor","","fuchebol"
"ago 03 2024 16:58","Bebida ","Expensas","-1300","Mercadopago & else","Mi libro mayor","","coca en el jevi"
"ago 03 2024 16:52","Tati","Expensas","-16666","Crédito ","Mi libro mayor","","campera"
"ago 03 2024 13:24","Comida","Expensas","-25200","Efectivo","Mi libro mayor","","Ramen + recarga de noodles"
"ago 03 2024 12:24","","Transferir","5000","Mercadopago & else -> Efectivo","Mi libro mayor","","cambio encarrwfour"
"ago 03 2024 12:23","Bebida ","Expensas","-2460","Mercadopago & else","Mi libro mayor","","cocas"
"ago 02 2024 22:52","Postre","Expensas","-5891.5","Mercadopago & else","Mi libro mayor","","mousse"
"ago 02 2024 22:40","Me la mande","Expensas","-3000","Efectivo","Mi libro mayor","",""
"ago 02 2024 22:36","Comida","Expensas","-4500","Efectivo","Mi libro mayor","","el korean dog ese"
"ago 02 2024 22:36","Comida","Expensas","-29500","Mercadopago & else","Mi libro mayor","","orei tati y yo"
"ago 02 2024 22:36","Autobús","Expensas","-2000","Mercadopago & else","Mi libro mayor","","sube"
"ago 02 2024 18:36","Comida","Expensas","-2800","Efectivo","Mi libro mayor","","kinder bueno"
"ago 02 2024 03:06","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"jul 30 2024 18:39","Postre","Expensas","-2700","Efectivo","Mi libro mayor","","brownie en uba"
"jul 30 2024 16:28"," uba","Expensas","-1000","Efectivo","Mi libro mayor","","2 mlunas"
"jul 30 2024 04:09","Varios","Expensas","-4000","Mercadopago & else","Mi libro mayor","","meli 6"
"jul 30 2024 04:08","","Transferir","9300","Mercadopago & else -> Efectivo","Mi libro mayor","","ian"
"jul 28 2024 23:20","Postre","Expensas","-9000","Efectivo","Mi libro mayor","","rapanui c tati"
"jul 28 2024 22:46","Propina","Expensas","-1000","Efectivo","Mi libro mayor","","propq"
"jul 28 2024 22:06","Comida","Expensas","-75480","Crédito ","Mi libro mayor","+59116","Al Zein"
"jul 28 2024 01:40","Comida","Expensas","-8300","Efectivo","Mi libro mayor","","una tasty"
"jul 27 2024 14:37","Comida","Expensas","-99950","Mercadopago & else","Mi libro mayor","+60402","sushi libre"
"jul 27 2024 07:22","","Transferir","35000","Mercadopago & else -> Efectivo","Mi libro mayor","","maxi"
"jul 27 2024 07:22","Premios","Ingreso","+5000","Efectivo","Mi libro mayor","","timbq"
"jul 26 2024 19:17","Varios","Expensas","-5955","Mercadopago & else","Mi libro mayor","","yt premium"
"jul 26 2024 19:16","Postre","Expensas","-8400","Crédito ","Mi libro mayor","","milkshake"
"jul 26 2024 12:19","Varios","Expensas","-1704","Mercadopago & else","Mi libro mayor","","didi hoy"
"jul 25 2024 16:14","Comida","Expensas","-21869","Crédito ","Mi libro mayor","","brule"
"jul 24 2024 19:06","Cambio ","Ingreso","+130923.48","Mercadopago & else","Mi libro mayor","","96 USDT"
"jul 24 2024 19:05","Tati","Expensas","-55246","Mercadopago & else","Mi libro mayor","","Regalo Aniversario"
"jul 24 2024 16:40","Varios","Expensas","-4500","Mercadopago & else","Mi libro mayor","","fabro ysy a"
"jul 23 2024 19:18","Varios","Expensas","-2999","Mercadopago & else","Mi libro mayor","","uber antes"
"jul 23 2024 16:39","Comida","Expensas","-21600","Crédito ","Mi libro mayor","","merienda c ttai"
"jul 21 2024 22:29","Coche","Expensas","-33504","Crédito ","Mi libro mayor","","nadta"
"jul 21 2024 21:16","Propina","Expensas","-10000","Efectivo","Mi libro mayor","","NIÑO GORDO"
"jul 21 2024 21:15","Comida","Expensas","-113500","Crédito ","Mi libro mayor","","NIÑO GORDO"
"jul 20 2024 21:16","Super","Expensas","-4403.3","Mercadopago & else","Mi libro mayor","","Compra c tati"
"jul 20 2024 06:14","Juego","Expensas","-5000","Efectivo","Mi libro mayor","","timba"
"jul 19 2024 18:00","Deporte","Expensas","-18500","Mercadopago & else","Mi libro mayor","","parkour"
"jul 19 2024 03:20","Postre","Expensas","-5955","Crédito ","Mi libro mayor","","pape dulce oreos rappi"
"jul 18 2024 04:59","Comida","Expensas","-9800","Mercadopago & else","Mi libro mayor","","taaty post poker"
"jul 18 2024 02:40","Juego","Expensas","-2000","Efectivo","Mi libro mayor","","poker histórico"
"jul 17 2024 19:46"," uba","Expensas","-2300","Efectivo","Mi libro mayor","","changuche"
"jul 17 2024 12:50","Gasto Grande Obligatorio","Expensas","-360000","Mercadopago & else","Mi libro mayor","","partes del auto"
"jul 17 2024 12:49","Cambio ","Ingreso","+380000","Mercadopago & else","Mi libro mayor","","288 usdt"
"jul 17 2024 12:47","","Transferir","2000","Mercadopago & else -> Efectivo","Mi libro mayor","","axl"
"jul 17 2024 12:46","","Transferir","1300","Mercadopago & else -> Efectivo","Mi libro mayor","","msxi"
"jul 14 2024 23:52","Comida","Expensas","-6150","Crédito ","Mi libro mayor","","cocas"
"jul 14 2024 21:55","Comida","Expensas","-14300","Efectivo","Mi libro mayor","+8200","Empanadas"
"jul 13 2024 19:52","Coche","Expensas","-4200","Crédito ","Mi libro mayor","","didi de tati"
"jul 13 2024 15:23","Comida","Expensas","-42900","Crédito ","Mi libro mayor","","club aleman"
"jul 13 2024 15:21","Propina","Expensas","-4000","Mercadopago & else","Mi libro mayor","","propina club alemn"
"jul 13 2024 04:25","Coche","Expensas","-20000","Crédito ","Mi libro mayor","","nafta"
"jul 12 2024 17:25","Comida","Expensas","-18600","Crédito ","Mi libro mayor","","brule"
"jul 11 2024 18:21","Deporte","Expensas","-7000","Mercadopago & else","Mi libro mayor","","parkour c1"
"jul 11 2024 15:20","Varios","Expensas","-69000","Mercadopago & else","Mi libro mayor","+34500","DON ROUCH"
"jul 09 2024 23:31","Comida","Expensas","-12870","Mercadopago & else","Mi libro mayor","","el ""bodegón"""
"jul 09 2024 21:31","Deporte","Expensas","-6500","Mercadopago & else","Mi libro mayor","","El maldito pádel"
"jul 07 2024 20:30","Coche","Expensas","-4247","Mercadopago & else","Mi libro mayor","","otro didi"
"jul 07 2024 15:53","Coche","Expensas","-2570","Mercadopago & else","Mi libro mayor","","didi"
"jul 07 2024 15:53","Cambio ","Ingreso","+113413","Mercadopago & else","Mi libro mayor","","79.95 usdt"
"jul 07 2024 15:51","Regalo","Expensas","-29000","Crédito ","Mi libro mayor","","rapanui"
"jul 07 2024 15:51","Comida","Expensas","-37000","Crédito ","Mi libro mayor","","enso"
"jul 07 2024 15:50","Otros","Ingreso","+229951","Crédito ","Mi libro mayor","","base"
"jul 06 2024 16:48","Comida","Expensas","-3100","Mercadopago & else","Mi libro mayor","","Unos chipacitos"
"jul 06 2024 16:44","Varios","Expensas","-12417","Mercadopago & else","Mi libro mayor","","forros"
"jul 05 2024 22:45","Comida","Expensas","-14180","Mercadopago & else","Mi libro mayor","","desembarco con papas y agua"
"jul 05 2024 16:33","Varios","Expensas","-520","Mercadopago & else","Mi libro mayor","","fotocopias"
"jul 05 2024 16:31","Comida","Expensas","-1200","Mercadopago & else","Mi libro mayor","","medialunas"
"jul 03 2024 16:45","Comida","Expensas","-700","Mercadopago & else","Mi libro mayor","","medialunas"
"jul 03 2024 14:51","Coche","Expensas","-15000","Mercadopago & else","Mi libro mayor","","nafta"
"jul 02 2024 17:18","Tecnología ","Expensas","-18414","Crédito ","Mi libro mayor","","Monitor nuevo!"
"jun 30 2024 20:09","Varios","Expensas","-3999","Mercadopago & else","Mi libro mayor","","meli 6"
"jun 30 2024 16:33","Comida","Expensas","-15187","Crédito ","Mi libro mayor","","brule"
"jun 29 2024 22:28","Varios","Expensas","-2200","Efectivo","Mi libro mayor","","birra d mi vieja"
"jun 29 2024 22:05","Varios","Expensas","-45584","Mercadopago & else","Mi libro mayor","+38000","Toda la juntada de junko"
"jun 28 2024 12:44","Comida","Expensas","-7400","Mercadopago & else","Mi libro mayor","","sanguche"
